nagano, 長野県, https://ja.wikipedia.org/wiki/%E9%95%B7%E9%87%8E%E7%9C%8C, 長野県, https://ja.wikipedia.org/wiki/%E9%95%B7%E9%87%8E%E7%9C%8C, 36.65128, 138.18094	
 
