Egypt, https://en.wikipedia.org/wiki/Egypt, Cairo, https://en.wikipedia.org/wiki/Cairo, https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png, 23, 15, 30.044444, 31.235833, A new capital is being built at the New Administrative Capital. It could be named Egypt. See also: List of historical capitals of Egypt 
El Salvador, https://en.wikipedia.org/wiki/El_Salvador, San Salvador, https://en.wikipedia.org/wiki/San_Salvador, https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Flag_of_El_Salvador.svg/23px-Flag_of_El_Salvador.svg.png, 23, 13, 13.698889, -89.191389,  
Equatorial Guinea, https://en.wikipedia.org/wiki/Equatorial_Guinea, Malabo, https://en.wikipedia.org/wiki/Malabo, https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Flag_of_Equatorial_Guinea.svg/23px-Flag_of_Equatorial_Guinea.svg.png, 23, 15, 3.752064, 8.7737, Ciudad de la Paz is currently under construction and will become the new capital when complete.
Eritrea, https://en.wikipedia.org/wiki/Eritrea, Asmara, https://en.wikipedia.org/wiki/Asmara, https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Flag_of_Eritrea.svg/23px-Flag_of_Eritrea.svg.png, 23, 12, 15.322778, 38.925,  
Estonia, https://en.wikipedia.org/wiki/Estonia, Tallinn, https://en.wikipedia.org/wiki/Tallinn, https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Flag_of_Estonia.svg/23px-Flag_of_Estonia.svg.png, 23, 15, 59.437222, 24.745278,  
Eswatini, https://en.wikipedia.org/wiki/Eswatini, Lobamba, https://en.wikipedia.org/wiki/Mbabane, https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Flag_of_Eswatini.svg/23px-Flag_of_Eswatini.svg.png, 23, 15, -26.316667, 31.133333,  
Ethiopia, https://en.wikipedia.org/wiki/Ethiopia, Addis Ababa, https://en.wikipedia.org/wiki/Addis_Ababa, https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Flag_of_Ethiopia.svg/23px-Flag_of_Ethiopia.svg.png, 23, 12, 9.03, 38.74,  
Falkland Islands, https://en.wikipedia.org/wiki/Falkland_Islands, Stanley, https://en.wikipedia.org/wiki/Stanley%2c_Falkland_Islands, https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Flag_of_the_Falkland_Islands.svg/23px-Flag_of_the_Falkland_Islands.svg.png, 23, 12, -51.695, -57.850556, British Overseas Territory. 
Faroe Islands, https://en.wikipedia.org/wiki/Faroe_Islands, Tórshavn, https://en.wikipedia.org/wiki/T%C3%B3rshavn, https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Flag_of_the_Faroe_Islands.svg/21px-Flag_of_the_Faroe_Islands.svg.png, 21, 15, 62.011667, -6.7675, Self-governing country within the Kingdom of Denmark. 
Fiji, https://en.wikipedia.org/wiki/Fiji, Suva, https://en.wikipedia.org/wiki/Suva, https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Flag_of_Fiji.svg/23px-Flag_of_Fiji.svg.png, 23, 12, -18.129444, 178.447778,  
Finland, https://en.wikipedia.org/wiki/Finland, Helsinki, https://en.wikipedia.org/wiki/Helsinki, https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Finland.svg/23px-Flag_of_Finland.svg.png, 23, 14, 60.170833, 24.9375,  
France, https://en.wikipedia.org/wiki/France, Paris, https://en.wikipedia.org/wiki/Paris, https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/23px-Flag_of_France.svg.png, 23, 15, 48.856667, 2.352222, See also: List of Capitals of France 
French Polynesia, https://en.wikipedia.org/wiki/French_Polynesia, Papeete, https://en.wikipedia.org/wiki/Papeete, https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Flag_of_French_Polynesia.svg/23px-Flag_of_French_Polynesia.svg.png, 23, 15, -17.535, -149.5696, Overseas collectivity of France. 
Gabon, https://en.wikipedia.org/wiki/Gabon, Libreville, https://en.wikipedia.org/wiki/Libreville, https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Flag_of_Gabon.svg/20px-Flag_of_Gabon.svg.png, 20, 15, 0.390278, 9.454167,  
Georgia, https://en.wikipedia.org/wiki/Georgia_(country), Tbilisi, https://en.wikipedia.org/wiki/Tbilisi, https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Flag_of_Georgia.svg/23px-Flag_of_Georgia.svg.png, 23, 15, 41.7225, 44.7925,  
Germany, https://en.wikipedia.org/wiki/Germany, Berlin, https://en.wikipedia.org/wiki/Berlin, https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/23px-Flag_of_Germany.svg.png, 23, 14, 52.52, 13.405, Bonn was the capital of West Germany and remained the seat of government for reunified Germany until 1999. 
Ghana, https://en.wikipedia.org/wiki/Ghana, Accra, https://en.wikipedia.org/wiki/Accra, https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Flag_of_Ghana.svg/23px-Flag_of_Ghana.svg.png, 23, 15, 5.55, -0.2,  
Gibraltar, https://en.wikipedia.org/wiki/Gibraltar, Gibraltar, https://en.wikipedia.org/wiki/Westside%2c_Gibraltar, https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Flag_of_Gibraltar.svg/23px-Flag_of_Gibraltar.svg.png, 23, 12, 36.143056, -5.354722, British Overseas Territory. 
Greece, https://en.wikipedia.org/wiki/Greece, Athens, https://en.wikipedia.org/wiki/Athens, https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Greece.svg/23px-Flag_of_Greece.svg.png, 23, 15, 37.984167, 23.728056,  
Greenland, https://en.wikipedia.org/wiki/Greenland, Nuuk, https://en.wikipedia.org/wiki/Nuuk, https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_Greenland.svg/23px-Flag_of_Greenland.svg.png, 23, 15, 64.181389, -51.694167, Self-governing country within the Kingdom of Denmark. 
Grenada, https://en.wikipedia.org/wiki/Grenada, St. George's, https://en.wikipedia.org/wiki/St._George%27s%2c_Grenada, https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Grenada.svg/23px-Flag_of_Grenada.svg.png, 23, 14, 12.05, -61.75,  
Guam, https://en.wikipedia.org/wiki/Guam, Hagåtña, https://en.wikipedia.org/wiki/Hag%C3%A5t%C3%B1a, https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Flag_of_Guam.svg/23px-Flag_of_Guam.svg.png, 23, 12, 13.479167, 144.75, Territory of the United States. 
