geojson/15/15108.json, 15108, 西蒲区 
geojson/15/15581.json, 15581, 関川村 
geojson/15/15217.json, 15217, 妙高市 
geojson/15/15104.json, 15104, 江南区 
geojson/15/15105.json, 15105, 秋葉区 
geojson/15/15216.json, 15216, 糸魚川市 
geojson/15/15211.json, 15211, 見附市 
geojson/15/15342.json, 15342, 弥彦村 
geojson/15/15102.json, 15102, 東区 
geojson/15/15227.json, 15227, 胎内市 
geojson/15/15226.json, 15226, 南魚沼市 
geojson/15/15461.json, 15461, 湯沢町 
geojson/15/15504.json, 15504, 刈羽村 
geojson/15/15103.json, 15103, 中央区 
geojson/15/15482.json, 15482, 津南町 
geojson/15/15206.json, 15206, 新発田市 
geojson/15/15210.json, 15210, 十日町市 
geojson/15/15586.json, 15586, 粟島浦村 
geojson/15/15205.json, 15205, 柏崎市 
geojson/15/15213.json, 15213, 燕市 
geojson/15/15225.json, 15225, 魚沼市 
geojson/15/15209.json, 15209, 加茂市 
geojson/15/15208.json, 15208, 小千谷市 
geojson/15/15224.json, 15224, 佐渡市 
geojson/15/15361.json, 15361, 田上町 
geojson/15/15212.json, 15212, 村上市 
geojson/15/15204.json, 15204, 三条市 
geojson/15/15101.json, 15101, 北区 
geojson/15/15223.json, 15223, 阿賀野市 
geojson/15/15405.json, 15405, 出雲崎町 
geojson/15/15385.json, 15385, 阿賀町 
geojson/15/15106.json, 15106, 南区 
geojson/15/15307.json, 15307, 聖籠町 
geojson/15/15202.json, 15202, 長岡市 
geojson/15/15107.json, 15107, 西区 
geojson/15/15218.json, 15218, 五泉市 
geojson/15/15222.json, 15222, 上越市 
