geojson/31/31302.json, 31302, 岩美町 
geojson/31/31401.json, 31401, 日南町 
geojson/31/31328.json, 31328, 智頭町 
geojson/31/31390.json, 31390, 伯耆町 
geojson/31/31386.json, 31386, 大山町 
geojson/31/31329.json, 31329, 八頭町 
geojson/31/31201.json, 31201, 鳥取市 
geojson/31/31364.json, 31364, 三朝町 
geojson/31/31372.json, 31372, 北栄町 
geojson/31/31325.json, 31325, 若桜町 
geojson/31/31371.json, 31371, 琴浦町 
geojson/31/31384.json, 31384, 日吉津村 
geojson/31/31202.json, 31202, 米子市 
geojson/31/31203.json, 31203, 倉吉市 
geojson/31/31370.json, 31370, 湯梨浜町 
geojson/31/31389.json, 31389, 南部町 
geojson/31/31402.json, 31402, 日野町 
geojson/31/31204.json, 31204, 境港市 
geojson/31/31403.json, 31403, 江府町 
