1, 33.23695001096314, 131.89411484082422, 蔦島_大分, , tsutashima_ooita.geojson 
2, 33.275839174305894, 131.9474294125086, 高島_大分, , takashima_ooita.geojson 
3, 33.20288666678456, 131.42996065055831, 大分県, , ooita.geojson 
4, 32.72070177607359, 131.92662676495462, 深島, , fukashima.geojson 
5, 32.77276106363672, 131.91601664461058, 屋形島, , yakata_jima.geojson 
6, 32.88008263038746, 132.0323446433445, 沖黒島, , okiguroshima.geojson 
7, 32.916638741423796, 132.04748140415538, 横島_大分, , yokoshima_ooita.geojson 
8, 32.96830890490713, 131.95553756042102, 八島_大分, , yashima_ooita.geojson 
9, 32.96426428658768, 132.07459057694302, 大島_佐伯, , ooshima_saiki.geojson 
10, 33.01133995416003, 131.91084143193055, 彦島_大分, , hikoshima_ooita.geojson 
11, 32.99908456291769, 131.92693630448088, 大入島, , oonyuujima.geojson 
12, 33.177058742903604, 131.83769243492176, 黒島_臼杵, , kuroshima_usuki.geojson 
13, 33.14155373381854, 131.86002842688308, 津久見島, , tsukumishima.geojson 
14, 33.102450918915636, 131.89354352447572, 黒島_津久見, , ooshima_tsukumi.geojson 
15, 33.10524341529313, 132.00952141220642, 保戸島, , hotojima.geojson 
16, 33.15770703955221, 131.97626387265214, 沖吉島, , okiyoshi_jima.geojson 
17, 33.168015849948304, 131.9858347866232, 沖無垢島, , okimuku_jima.geojson 
18, 33.73239677468813, 131.6969787953637, 稲積, , inetsumi.geojson 
19, 33.727876446141074, 131.66281841490516, 姫島_大分, , himeshima_ooita.geojson 
