okiyoshi_jima, 沖吉島,  https://ja.wikipedia.org/wiki/%E6%B2%96%E5%90%89%E5%B3%B6,  津久見市,  https://ja.wikipedia.org/wiki/%E6%B4%A5%E4%B9%85%E8%A6%8B%E5%B8%82, okiyoshi_jima.geojson, 33.156944, 131.975833 
himeshima_ooita, 姫島_大分,  https://ja.wikipedia.org/wiki/%E5%A7%AB%E5%B3%B6_(%E5%A4%A7%E5%88%86%E7%9C%8C),  姫島村,  https://ja.wikipedia.org/wiki/%E5%A7%AB%E5%B3%B6%E6%9D%91, himeshima_ooita.geojson, 33.723889, 131.646944 
ooshima_saiki, 大島_佐伯,  https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B3%B6_(%E5%A4%A7%E5%88%86%E7%9C%8C%E4%BD%90%E4%BC%AF%E5%B8%82),  佐伯市,  https://ja.wikipedia.org/wiki/%E4%BD%90%E4%BC%AF%E5%B8%82, ooshima_saiki.geojson, 32.9625, 132.073333 
oonyuujima, 大入島,  https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%85%A5%E5%B3%B6,  佐伯市,  https://ja.wikipedia.org/wiki/%E4%BD%90%E4%BC%AF%E5%B8%82, oonyuujima.geojson, 32.996389, 131.924444 
okiguroshima, 沖黒島,  https://ja.wikipedia.org/wiki/%E6%B2%96%E9%BB%92%E5%B3%B6,  佐伯市,  https://ja.wikipedia.org/wiki/%E4%BD%90%E4%BC%AF%E5%B8%82, okiguroshima.geojson, 32.88, 132.0325 
okimuku_jima, 沖無垢島,  https://ja.wikipedia.org/wiki/%E6%B2%96%E7%84%A1%E5%9E%A2%E5%B3%B6,  津久見市,  https://ja.wikipedia.org/wiki/%E6%B4%A5%E4%B9%85%E8%A6%8B%E5%B8%82, okimuku_jima.geojson, 33.168056, 131.986111 
kuroshima_usuki, 黒島_臼杵,  https://ja.wikipedia.org/wiki/%E9%BB%92%E5%B3%B6_(%E5%A4%A7%E5%88%86%E7%9C%8C%E8%87%BC%E6%9D%B5%E5%B8%82),  臼杵市,  https://ja.wikipedia.org/wiki/%E8%87%BC%E6%9D%B5%E5%B8%82, kuroshima_usuki.geojson, 33.176944, 131.837778 
ooshima_tsukumi, 黒島_津久見,  https://ja.wikipedia.org/wiki/%E9%BB%92%E5%B3%B6_(%E5%A4%A7%E5%88%86%E7%9C%8C%E6%B4%A5%E4%B9%85%E8%A6%8B%E5%B8%82),  津久見市,  https://ja.wikipedia.org/wiki/%E6%B4%A5%E4%B9%85%E8%A6%8B%E5%B8%82, ooshima_tsukumi.geojson, 33.102222, 131.893333 
takashima_ooita, 高島_大分,  https://ja.wikipedia.org/wiki/%E9%AB%98%E5%B3%B6_(%E5%A4%A7%E5%88%86%E7%9C%8C),  大分市,  https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%88%86%E5%B8%82, takashima_ooita.geojson, 33.276306, 131.948194 
tsukumishima, 津久見島,  https://ja.wikipedia.org/wiki/%E6%B4%A5%E4%B9%85%E8%A6%8B%E5%B3%B6,  臼杵市,  https://ja.wikipedia.org/wiki/%E8%87%BC%E6%9D%B5%E5%B8%82, tsukumishima.geojson, 33.141389, 131.859722 
tsutashima_ooita, 蔦島_大分,  https://ja.wikipedia.org/wiki/%E8%94%A6%E5%B3%B6_(%E5%A4%A7%E5%88%86%E7%9C%8C),  大分市,  https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%88%86%E5%B8%82, tsutashima_ooita.geojson, 33.237444, 131.893694 
hikoshima_ooita, 彦島_大分,  https://ja.wikipedia.org/wiki/%E5%BD%A6%E5%B3%B6_(%E5%A4%A7%E5%88%86%E7%9C%8C),  佐伯市,  https://ja.wikipedia.org/wiki/%E4%BD%90%E4%BC%AF%E5%B8%82, hikoshima_ooita.geojson, 33.011639, 131.909944 
fukashima, 深島,  https://ja.wikipedia.org/wiki/%E6%B7%B1%E5%B3%B6,  佐伯市,  https://ja.wikipedia.org/wiki/%E4%BD%90%E4%BC%AF%E5%B8%82, fukashima.geojson, 32.719444, 131.926389 
hotojima, 保戸島,  https://ja.wikipedia.org/wiki/%E4%BF%9D%E6%88%B8%E5%B3%B6,  津久見市,  https://ja.wikipedia.org/wiki/%E6%B4%A5%E4%B9%85%E8%A6%8B%E5%B8%82, hotojima.geojson, 33.105, 132.009722 
yakata_jima, 屋形島,  https://ja.wikipedia.org/wiki/%E5%B1%8B%E5%BD%A2%E5%B3%B6,  佐伯市,  https://ja.wikipedia.org/wiki/%E4%BD%90%E4%BC%AF%E5%B8%82, yakata_jima.geojson, 32.773056, 131.916667 
yashima_ooita, 八島_大分,  https://ja.wikipedia.org/wiki/%E5%85%AB%E5%B3%B6_(%E5%A4%A7%E5%88%86%E7%9C%8C),  佐伯市,  https://ja.wikipedia.org/wiki/%E4%BD%90%E4%BC%AF%E5%B8%82, yashima_ooita.geojson, 32.9675, 131.955278 
yokoshima_ooita, 横島_大分,  https://ja.wikipedia.org/wiki/%E6%A8%AA%E5%B3%B6_(%E5%A4%A7%E5%88%86%E7%9C%8C),  佐伯市,  https://ja.wikipedia.org/wiki/%E4%BD%90%E4%BC%AF%E5%B8%82, yokoshima_ooita.geojson, 32.916638, 132.047481 
