ibaraki, 茨城県, https://ja.wikipedia.org/wiki/%E8%8C%A8%E5%9F%8E%E7%9C%8C, 茨城県, https://ja.wikipedia.org/wiki/%E8%8C%A8%E5%9F%8E%E7%9C%8C, 36.34172, 140.44683

