shiga, 滋賀県, https://ja.wikipedia.org/wiki/%E6%BB%8B%E8%B3%80%E7%9C%8C, 滋賀県, https://ja.wikipedia.org/wiki/%E6%BB%8B%E8%B3%80%E7%9C%8C, 35.00436, 135.8685	
 
