伊豆大島, izuooshima, https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%B1%86%E5%A4%A7%E5%B3%B6,  大島町, https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B3%B6%E7%94%BA, 6&comma;709, 	91.06, 34.733333, 139.4, 大島空港, https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B3%B6%E7%A9%BA%E6%B8%AF
利島, toshima, https://ja.wikipedia.org/wiki/%E5%88%A9%E5%B3%B6, 利島村, https://ja.wikipedia.org/wiki/%E5%88%A9%E5%B3%B6%E6%9D%91, 332, 4.12,  34.520278, 139.279167, 利島ヘリポート, 
新島, niijima, https://ja.wikipedia.org/wiki/%E6%96%B0%E5%B3%B6, 新島村, https://ja.wikipedia.org/wiki/%E6%96%B0%E5%B3%B6%E6%9D%91, 2&comma;271, 23.17, 34.366667, 139.266667, 新島空港, https://ja.wikipedia.org/wiki/%E6%96%B0%E5%B3%B6%E7%A9%BA%E6%B8%AF
式根島, shikinejima, https://ja.wikipedia.org/wiki/%E5%BC%8F%E6%A0%B9%E5%B3%B6, 	新島村, https://ja.wikipedia.org/wiki/%E6%96%B0%E5%B3%B6%E6%9D%91, 474, 3.67, 34.326111, 139.21, なし, 
神津島, kouzushima, https://ja.wikipedia.org/wiki/%E7%A5%9E%E6%B4%A5%E5%B3%B6, 神津島村, https://ja.wikipedia.org/wiki/%E7%A5%9E%E6%B4%A5%E5%B3%B6%E6%9D%91, 1&comma;762, 18.48, 34.216944, 139.154167, 神津島空港, https://ja.wikipedia.org/wiki/%E7%A5%9E%E6%B4%A5%E5%B3%B6%E7%A9%BA%E6%B8%AF
三宅島, miyakejima, https://ja.wikipedia.org/wiki/%E4%B8%89%E5%AE%85%E5%B3%B6, 三宅村, https://ja.wikipedia.org/wiki/%E4%B8%89%E5%AE%85%E6%9D%91,	2&comma;170, 55.44, 34.081944, 139.52638, 三宅島空港, https://ja.wikipedia.org/wiki/%E4%B8%89%E5%AE%85%E5%B3%B6%E7%A9%BA%E6%B8%AF
御蔵島, mikurajima, https://ja.wikipedia.org/wiki/%E5%BE%A1%E8%94%B5%E5%B3%B6, 御蔵島村, https://ja.wikipedia.org/wiki/%E5%BE%A1%E8%94%B5%E5%B3%B6%E6%9D%91, 307, 20.55, 33.874167, 139.601944, 御蔵島ヘリポート, 
八丈島, hachijyojima, https://ja.wikipedia.org/wiki/%E5%85%AB%E4%B8%88%E5%B3%B6, 八丈町, https://ja.wikipedia.org/wiki/%E5%85%AB%E4%B8%88%E7%94%BA, 6&comma;763, 69.11, 33.109444, 139.791389, 八丈島空港, https://ja.wikipedia.org/wiki/%E5%85%AB%E4%B8%88%E5%B3%B6%E7%A9%BA%E6%B8%AF
青ヶ島, aogashima, https://ja.wikipedia.org/wiki/%E9%9D%92%E3%83%B6%E5%B3%B6, 青ヶ島村, https://ja.wikipedia.org/wiki/%E9%9D%92%E3%83%B6%E5%B3%B6%E6%9D%91, 164, 5.97, 32.457778, 139.759167, 青ヶ島ヘリポート, 
